,BlockAddress,City,Complaint_ID,CrimeDescription,CrimeStatus,Crime_ID,District,Latitude,LevelofOffense,Longitude,NumOfActors,NumOfVictims,Premises,ReportDate,State,Timestamp
2464,Dokri,Larkana,116723.0,Terrorism,COMPLETED,,Larkana,27.3662305392,MISDEMEANOR,68.0953051423,2,6,STREET,07/06/2014,Sindh,2014-07-06 00:00:00
2465,Bakrani,Larkana,69844.0,Assault,COMPLETED,,Larkana,27.4502362905,VIOLATION,68.1682384412,6,9,RESIDENCE,10/02/2015,Sindh,2015-09-26 16:00:00
2466,Kandhkot,Larkana,31828.0,Car Stolen,COMPLETED,,Kashmore,28.2400737264,MISDEMEANOR,69.1808804699,6,4,STREET,12/07/2014,Sindh,2014-12-07 06:43:00
2467,Tangwani,Larkana,187802.0,Theft,COMPLETED,,Kashmore,28.2692034268,MISDEMEANOR,68.9921087283,3,8,AIRPORT,07/20/2014,Sindh,2014-04-22 14:00:00
2468,Sujawal Junejo,Larkana,92847.0,Theft,COMPLETED,,Qambar-Shahdadkot,24.5978146673,MISDEMEANOR,68.0843178437,4,9,STREET,01/02/2015,Sindh,2014-12-26 12:00:00
2469,Kandhkot,Larkana,27447.0,Theft,COMPLETED,,Kashmore,28.2437820949,MISDEMEANOR,69.1775166952,4,8,RESIDENCE,07/24/2015,Sindh,2015-07-23 23:00:00
2470,Rato Dero,Larkana,117967.0,Theft,COMPLETED,,Larkana,27.8103888576,FELONY,68.3066339996,3,6,BANK,08/22/2015,Sindh,2015-08-19 09:00:00
2471,Bakrani,Larkana,145254.0,Assault,COMPLETED,,Larkana,27.4381648208,MISDEMEANOR,68.1860509233,3,1,RESIDENCE,10/17/2015,Sindh,2015-10-16 20:00:00
2472,Nasirabad,Larkana,184110.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.3724713713,MISDEMEANOR,67.9025459794,4,2,SUPERMARKET/ STORE,04/26/2015,Sindh,2015-04-26 21:13:00
2473,Thul,Larkana,7936.0,Terrorism,COMPLETED,,Jacobabad,28.2472920326,FELONY,68.7800681196,3,4,STREET,01/10/2015,Sindh,2015-01-09 15:00:00
2474,Warah,Larkana,117700.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.4413390472,FELONY,67.8129535598,4,3,PARK/PLAYGROUND,08/24/2014,Sindh,2014-08-24 16:29:00
2475,Sujawal Junejo,Larkana,188155.0,Theft,COMPLETED,,Qambar-Shahdadkot,24.6113012193,MISDEMEANOR,68.0603852026,4,6,PUBLIC BUILDING,10/02/2015,Sindh,2015-10-02 11:20:00
2476,Miro Khan,Larkana,104384.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.7689706332,MISDEMEANOR,68.095727356,5,5,SCHOOL,05/27/2015,Sindh,2015-05-27 14:30:00
2477,Warah,Larkana,107867.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.4566801844,FELONY,67.7826532496,4,4,STREET,09/05/2015,Sindh,2015-09-04 23:15:00
2478,Shahdadkot,Larkana,68573.0,Rape,COMPLETED,,Qambar-Shahdadkot,27.8456606456,MISDEMEANOR,67.9015190747,7,8,RESIDENCE,08/14/2015,Sindh,2015-06-09 12:00:00
2479,Kambar,Larkana,61401.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.5911837659,VIOLATION,68.0140112933,5,6,RESIDENCE,08/26/2014,Sindh,2014-08-26 19:20:00
2480,Bakrani,Larkana,53863.0,Burglary,COMPLETED,,Larkana,27.4567601433,FELONY,68.1908200377,3,2,STREET,12/09/2014,Sindh,2014-12-09 17:10:00
2481,Rato Dero,Larkana,119092.0,Assault,COMPLETED,,Larkana,27.8030548491,VIOLATION,68.2945922319,3,7,RESIDENCE,06/22/2015,Sindh,2015-06-22 18:58:00
2482,Thul,Larkana,18609.0,Theft,COMPLETED,,Jacobabad,28.2454486917,MISDEMEANOR,68.7678149701,7,3,SUPERMARKET/ STORE,03/10/2015,Sindh,2015-03-10 12:05:00
2483,Lakhi,Larkana,67388.0,Car Stolen,COMPLETED,,Shikarpur,27.8459200409,MISDEMEANOR,68.705373705,6,3,STREET,04/18/2015,Sindh,2015-04-18 04:47:00
2484,Garhi Khairo,Larkana,122071.0,Theft,COMPLETED,,Jacobabad,28.0630455463,MISDEMEANOR,67.9818709577,5,4,PUBLIC BUILDING,07/09/2014,Sindh,2014-06-27 16:00:00
2485,Rato Dero,Larkana,182908.0,Mugging,COMPLETED,,Larkana,27.8047987732,MISDEMEANOR,68.2787168177,3,6,STREET,04/18/2015,Sindh,2015-04-18 16:55:00
2486,Thul,Larkana,170583.0,Narcotics,COMPLETED,,Jacobabad,28.2440744204,MISDEMEANOR,68.757187429,4,9,RESIDENCE,08/14/2014,Sindh,2014-08-14 17:00:00
2487,Kambar,Larkana,96896.0,Vandalism,COMPLETED,,Qambar-Shahdadkot,27.5920272955,FELONY,68.0045226366,6,3,RESIDENCE,12/01/2015,Sindh,2015-12-01 07:00:00
2488,Garhi Khairo,Larkana,25774.0,Robbery,COMPLETED,,Jacobabad,28.0677845864,FELONY,67.9688245629,3,5,STREET,05/02/2014,Sindh,2014-05-02 13:30:00
2489,Kandhkot,Larkana,172894.0,Assault,COMPLETED,,Kashmore,28.2510388705,VIOLATION,69.1832618382,4,1,RESIDENCE,06/22/2015,Sindh,2015-06-22 23:00:00
2490,Garhi Khairo,Larkana,107212.0,Theft,COMPLETED,,Jacobabad,28.0595966368,MISDEMEANOR,67.9863727568,3,8,MALL,10/04/2014,Sindh,2014-10-04 17:00:00
2491,Garhi Khairo,Larkana,34985.0,Assault,COMPLETED,,Jacobabad,28.0565480567,VIOLATION,67.9665874022,5,8,RESIDENCE,04/23/2014,Sindh,2014-04-21 08:45:00
2492,Warah,Larkana,52955.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.4464079502,VIOLATION,67.8069440285,3,3,STREET,07/31/2015,Sindh,2015-07-31 09:30:00
2493,Dokri,Larkana,161048.0,Child Abuse,COMPLETED,,Larkana,27.38089381,FELONY,68.1172987694,4,8,STREET,05/27/2014,Sindh,2014-05-27 19:25:00
2494,Kandhkot,Larkana,194353.0,Car Stolen,COMPLETED,,Kashmore,28.2397382779,MISDEMEANOR,69.1834566757,2,7,STREET,03/02/2014,Sindh,2014-03-02 03:50:00
2495,Sujawal Junejo,Larkana,59929.0,Assault,COMPLETED,,Qambar-Shahdadkot,24.6098695379,MISDEMEANOR,68.0953875711,7,9,RESIDENCE,05/15/2015,Sindh,2015-05-14 23:30:00
2496,Rato Dero,Larkana,61016.0,Burglary,COMPLETED,,Larkana,27.8082730774,FELONY,68.2845326159,2,3,RESIDENCE,11/14/2015,Sindh,2015-11-13 21:30:00
2497,Khanpur,Larkana,43401.0,Theft,COMPLETED,,Shikarpur,28.6490505347,MISDEMEANOR,70.6714117177,7,7,SUPERMARKET/ STORE,05/12/2014,Sindh,2014-05-12 18:35:00
2498,Warah,Larkana,63104.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.438514235,MISDEMEANOR,67.8092367864,3,7,RESIDENCE,12/21/2015,Sindh,2015-12-21 22:00:00
2499,Rato Dero,Larkana,88410.0,Terrorism,COMPLETED,,Larkana,27.8022522914,MISDEMEANOR,68.3020471314,2,2,STREET,01/16/2014,Sindh,2014-01-16 19:30:00
2500,Garhi Khairo,Larkana,158770.0,Assault,COMPLETED,,Jacobabad,28.0519193948,VIOLATION,67.9671120252,7,6,PUBLIC BUILDING,11/18/2014,Sindh,2014-11-10 09:30:00
2501,Kubo Saeed Khan,Larkana,190703.0,Car Stolen,COMPLETED,,Qambar-Shahdadkot,27.8797988238,MISDEMEANOR,67.7179598889,2,1,STREET,12/09/2014,Sindh,2014-12-09 10:35:00
2502,Sujawal Junejo,Larkana,56870.0,Car Stolen,COMPLETED,,Qambar-Shahdadkot,24.5973321592,FELONY,68.0975300273,2,6,STREET,12/13/2014,Sindh,2014-12-12 08:10:00
2503,Thul,Larkana,20991.0,Narcotics,COMPLETED,,Jacobabad,28.2433058468,MISDEMEANOR,68.7775514368,3,2,RESIDENCE,06/02/2015,Sindh,2015-06-02 22:10:00
2504,Bakrani,Larkana,134517.0,Assault,COMPLETED,,Larkana,27.4501649771,VIOLATION,68.2028439569,7,2,RESIDENCE,08/03/2015,Sindh,2015-08-02 23:00:00
2505,Rato Dero,Larkana,44419.0,Assault,COMPLETED,,Larkana,27.7934597283,VIOLATION,68.2802907384,5,8,RESIDENCE,03/23/2014,Sindh,2014-03-23 07:00:00
2506,Thul,Larkana,175717.0,Terrorism,COMPLETED,,Jacobabad,28.2341294014,MISDEMEANOR,68.7918090978,6,7,RESIDENCE,01/08/2014,Sindh,2014-01-08 13:53:00
2507,Thul,Larkana,127202.0,Narcotics,COMPLETED,,Jacobabad,28.2377916182,MISDEMEANOR,68.7610966615,4,3,STREET,04/01/2015,Sindh,2015-04-01 22:53:00
2508,Thul,Larkana,47541.0,Car Stolen,COMPLETED,,Jacobabad,28.237258086,MISDEMEANOR,68.7629194276,2,5,STREET,01/10/2015,Sindh,2015-01-10 03:30:00
2509,Warah,Larkana,116236.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.440524519,FELONY,67.7852837213,3,7,PUBLIC BUILDING,07/31/2015,Sindh,2015-07-31 06:20:00
2510,Tangwani,Larkana,142516.0,Terrorism,COMPLETED,,Kashmore,28.2658883638,MISDEMEANOR,69.0132454677,4,4,STREET,07/29/2014,Sindh,2014-07-29 03:00:00
2511,Garhi Khairo,Larkana,108487.0,Theft,COMPLETED,,Jacobabad,28.0659080022,FELONY,67.9690427554,6,6,OTHER,11/14/2015,Sindh,2015-10-05 19:00:00
2512,Thul,Larkana,48026.0,Theft,COMPLETED,,Jacobabad,28.2348063574,MISDEMEANOR,68.7664277226,4,2,SUPERMARKET/ STORE,11/14/2014,Sindh,2014-11-14 12:00:00
2513,Tangwani,Larkana,178237.0,Assault,COMPLETED,,Kashmore,28.2747444114,MISDEMEANOR,68.9980837554,5,4,STREET,06/25/2015,Sindh,2015-06-25 19:20:00
2514,Sujawal Junejo,Larkana,81784.0,Assault,COMPLETED,,Qambar-Shahdadkot,24.5967748239,MISDEMEANOR,68.077677037,7,7,RESIDENCE,04/22/2014,Sindh,2014-04-22 00:25:00
2515,Dokri,Larkana,122627.0,Terrorism,COMPLETED,,Larkana,27.3670848863,MISDEMEANOR,68.095625268,3,3,RESIDENCE,01/13/2014,Sindh,2014-01-12 18:00:00
2516,Miro Khan,Larkana,103344.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.7581338055,VIOLATION,68.1120340709,3,2,STREET,07/05/2014,Sindh,2014-07-05 04:45:00
2517,Kandhkot,Larkana,49724.0,Car Stolen,COMPLETED,,Kashmore,28.2344377823,MISDEMEANOR,69.2027552598,4,4,STREET,11/24/2014,Sindh,2014-11-24 19:00:00
2518,Rato Dero,Larkana,152069.0,Terrorism,COMPLETED,,Larkana,27.8086652458,MISDEMEANOR,68.2829769692,4,9,RESIDENCE,06/10/2015,Sindh,2015-06-05 13:30:00
2519,Thul,Larkana,164790.0,Burglary,COMPLETED,,Jacobabad,28.2399399699,FELONY,68.7771194346,7,5,BEACH,10/26/2014,Sindh,2014-10-25 20:00:00
2520,Rato Dero,Larkana,40408.0,Theft,COMPLETED,,Larkana,27.7933247343,FELONY,68.2779474869,7,3,RESIDENCE,03/11/2015,Sindh,2014-12-24 00:01:00
2521,Thul,Larkana,89479.0,Assault,COMPLETED,,Jacobabad,28.2374873216,VIOLATION,68.7800805878,2,8,RESIDENCE,01/11/2014,Sindh,2014-01-11 23:15:00
2522,Warah,Larkana,89800.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.4499445027,MISDEMEANOR,67.7988221685,5,2,STREET,08/31/2014,Sindh,2014-08-31 10:40:00
2523,Garhi Khairo,Larkana,95749.0,Terrorism,COMPLETED,,Jacobabad,28.0545204733,MISDEMEANOR,67.9735239121,6,2,STREET,12/26/2013,Sindh,2013-12-25 23:00:00
2524,Garhi Yasin,Larkana,88658.0,Terrorism,COMPLETED,,Shikarpur,27.9102871193,MISDEMEANOR,68.4992090186,2,3,OTHER,03/29/2015,Sindh,2015-03-29 18:30:00
2525,Dokri,Larkana,159723.0,Vandalism,COMPLETED,,Larkana,27.3801212662,MISDEMEANOR,68.0801224568,2,1,STREET,08/29/2015,Sindh,2015-08-26 19:59:00
2526,Miro Khan,Larkana,47502.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.7562278218,FELONY,68.0737538529,3,1,RESIDENCE,04/11/2015,Sindh,2015-04-11 09:00:00
2527,Bakrani,Larkana,173703.0,Terrorism,COMPLETED,,Larkana,27.4512582295,MISDEMEANOR,68.1832032972,5,6,STREET,10/23/2014,Sindh,2014-10-21 20:00:00
2528,Tangwani,Larkana,163304.0,Assault,COMPLETED,,Kashmore,28.2723419378,MISDEMEANOR,68.9981563832,7,5,RESIDENCE,01/14/2015,Sindh,2015-01-14 18:30:00
2529,Tangwani,Larkana,146313.0,Assault,COMPLETED,,Kashmore,28.2684070423,MISDEMEANOR,69.0014499523,7,1,OTHER,09/06/2014,Sindh,2014-09-05 23:38:00
2530,Thul,Larkana,186978.0,Theft,COMPLETED,,Jacobabad,28.2467506184,FELONY,68.7796010139,2,9,RESIDENCE,08/05/2015,Sindh,2015-07-27 13:00:00
2531,Khanpur,Larkana,183599.0,Theft,COMPLETED,,Shikarpur,28.6448275781,FELONY,70.6603934888,2,1,OTHER,04/13/2015,Sindh,2015-03-23 00:01:00
2532,Shahdadkot,Larkana,63667.0,Robbery,ATTEMPTED,,Qambar-Shahdadkot,27.8506933864,FELONY,67.920655994,6,6,RESTAURANT/DINER,04/04/2015,Sindh,2015-04-04 19:26:00
2533,Garhi Khairo,Larkana,185994.0,Robbery,ATTEMPTED,,Jacobabad,28.0505822068,FELONY,67.9755801536,2,3,STREET,04/04/2014,Sindh,2013-09-26 20:27:00
2534,Bakrani,Larkana,161881.0,Theft,COMPLETED,,Larkana,27.4500410749,FELONY,68.1864911409,6,2,RESIDENCE,07/06/2015,Sindh,2015-07-06 12:50:00
2535,Thul,Larkana,191388.0,Assault,COMPLETED,,Jacobabad,28.246200026,VIOLATION,68.7720420368,6,8,HOTEL/MOTEL,11/02/2014,Sindh,2014-11-02 01:45:00
2536,Kubo Saeed Khan,Larkana,176413.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.8782374268,MISDEMEANOR,67.7076302933,5,6,RESIDENCE,10/29/2015,Sindh,2015-10-28 19:00:00
2537,Tangwani,Larkana,84932.0,Assault,COMPLETED,,Kashmore,28.2622081595,MISDEMEANOR,68.997803827,7,6,STREET,02/28/2015,Sindh,2015-02-28 04:30:00
2538,Rato Dero,Larkana,145230.0,Rape,COMPLETED,,Larkana,27.8061004627,FELONY,68.2747593214,5,4,RESIDENCE,03/25/2015,Sindh,2015-02-19 06:00:00
2539,Garhi Khairo,Larkana,155864.0,Theft,COMPLETED,,Jacobabad,28.0551837912,MISDEMEANOR,67.9807466529,4,6,UNDERPASS,09/02/2014,Sindh,2014-01-16 19:27:00
2540,Shahdadkot,Larkana,21047.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.8383899686,FELONY,67.9184587351,2,1,RESIDENCE,03/15/2014,Sindh,2014-03-15 10:22:00
2541,Miro Khan,Larkana,71119.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.7572217074,MISDEMEANOR,68.1095268036,3,4,STREET,12/01/2015,Sindh,2015-08-21 16:45:00
2542,Bakrani,Larkana,163727.0,Rape,COMPLETED,,Larkana,27.4376714046,MISDEMEANOR,68.1846148385,3,5,STREET,10/17/2014,Sindh,2014-10-17 00:10:00
2543,Kambar,Larkana,167884.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.5879080045,MISDEMEANOR,67.9975670891,2,6,SUPERMARKET/ STORE,08/07/2015,Sindh,2015-08-07 02:30:00
2544,Kubo Saeed Khan,Larkana,145004.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.8771286109,MISDEMEANOR,67.711129795,2,2,SUPERMARKET/ STORE,10/06/2015,Sindh,2015-10-06 01:15:00
2545,Thul,Larkana,80658.0,Terrorism,COMPLETED,,Jacobabad,28.2381874706,FELONY,68.7639166023,7,5,UNDERPASS,09/09/2014,Sindh,2014-06-16 09:00:00
2546,Nasirabad,Larkana,8128.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.3815382222,FELONY,67.920343811,2,9,STREET,06/23/2015,Sindh,2015-06-22 10:00:00
2547,Nasirabad,Larkana,160032.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.3857570779,MISDEMEANOR,67.9313592987,4,4,RESIDENCE,06/09/2014,Sindh,2014-06-09 09:30:00
2548,Lakhi,Larkana,92514.0,Assault,COMPLETED,,Shikarpur,27.8511250736,MISDEMEANOR,68.7186603768,4,9,RESIDENCE,04/15/2015,Sindh,2015-04-15 19:00:00
2549,Miro Khan,Larkana,88294.0,Burglary,COMPLETED,,Qambar-Shahdadkot,27.7547766948,FELONY,68.0821317628,7,8,RELIGIOUS PLACE,10/11/2014,Sindh,2014-10-09 20:00:00
2550,Thul,Larkana,68203.0,Theft,COMPLETED,,Jacobabad,28.2430377609,FELONY,68.7654914694,4,8,RESTAURANT/DINER,04/03/2015,Sindh,2015-04-03 17:10:00
2551,Garhi Khairo,Larkana,36229.0,Terrorism,COMPLETED,,Jacobabad,28.0555175412,MISDEMEANOR,67.9818605438,7,2,RESIDENCE,01/15/2015,Sindh,2015-01-15 21:15:00
2552,Kandhkot,Larkana,52760.0,Assault,COMPLETED,,Kashmore,28.2327451677,VIOLATION,69.1830408578,2,6,STREET,08/20/2014,Sindh,2014-08-20 19:00:00
2553,Shahdadkot,Larkana,165638.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.8433606387,MISDEMEANOR,67.9232997166,2,1,HOSPITAL/ CLINIC,05/16/2014,Sindh,2014-05-16 12:00:00
2554,Tangwani,Larkana,86340.0,Assault,COMPLETED,,Kashmore,28.27451413,VIOLATION,69.0062564214,7,8,RESIDENCE,06/14/2015,Sindh,2015-06-14 18:20:00
2555,Kandhkot,Larkana,933.0,Corruption and Bribery,COMPLETED,,Kashmore,28.2510661648,FELONY,69.1731708193,5,5,STREET,04/12/2014,Sindh,2014-01-28 06:30:00
2556,Kandhkot,Larkana,92728.0,Theft,COMPLETED,,Kashmore,28.2507740261,MISDEMEANOR,69.1811588318,4,7,SUPERMARKET/ STORE,05/25/2014,Sindh,2014-05-25 19:20:00
2557,Kandhkot,Larkana,42865.0,Assault,COMPLETED,,Kashmore,28.2430680861,MISDEMEANOR,69.1977030273,7,3,STREET,12/18/2013,Sindh,2013-12-18 18:10:00
2558,Garhi Khairo,Larkana,177375.0,Theft,COMPLETED,,Jacobabad,28.064001358,MISDEMEANOR,67.9810368532,6,2,UNDERPASS,08/19/2015,Sindh,2015-08-19 20:15:00
2559,Kambar,Larkana,62277.0,Narcotics,COMPLETED,,Qambar-Shahdadkot,27.5840763979,MISDEMEANOR,68.0259425385,4,5,PARKING LOT/GARAGE,01/07/2014,Sindh,2014-01-07 20:50:00
2560,Thul,Larkana,9314.0,Theft,COMPLETED,,Jacobabad,28.2436685987,MISDEMEANOR,68.7629318689,6,8,SUPERMARKET/ STORE,04/28/2014,Sindh,2014-04-28 14:40:00
2561,Tangwani,Larkana,45762.0,Theft,COMPLETED,,Kashmore,28.2783313617,MISDEMEANOR,69.0018791874,5,4,PARK/PLAYGROUND,07/18/2014,Sindh,2014-07-18 19:57:00
2562,Warah,Larkana,159632.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.4451997315,MISDEMEANOR,67.7838097811,3,5,RESIDENCE,03/14/2014,Sindh,2014-03-14 20:30:00
2563,Shahdadkot,Larkana,102607.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.8478109653,VIOLATION,67.90385794,3,7,STREET,10/20/2015,Sindh,2015-10-20 06:30:00
2564,Rato Dero,Larkana,65683.0,Terrorism,COMPLETED,,Larkana,27.7984692775,MISDEMEANOR,68.2762986161,6,6,RESTAURANT/DINER,10/18/2015,Sindh,2015-10-18 04:00:00
2565,Dokri,Larkana,22865.0,Assault,COMPLETED,,Larkana,27.370936464,MISDEMEANOR,68.1095453082,2,8,RESIDENCE,12/05/2014,Sindh,2014-12-05 11:00:00
2566,Bakrani,Larkana,68747.0,Narcotics,COMPLETED,,Larkana,27.4378445362,MISDEMEANOR,68.1808358255,3,5,PUBLIC BUILDING,11/30/2014,Sindh,2014-11-30 15:05:00
2567,Sujawal Junejo,Larkana,63347.0,Robbery,ATTEMPTED,,Qambar-Shahdadkot,24.6107211515,FELONY,68.0765411883,6,9,BANK,02/09/2015,Sindh,2015-02-09 16:00:00
2568,Thul,Larkana,67674.0,Narcotics,COMPLETED,,Jacobabad,28.247066159,MISDEMEANOR,68.7557776068,3,6,STREET,01/20/2015,Sindh,2015-01-20 21:12:00
2569,Sujawal Junejo,Larkana,143194.0,Narcotics,COMPLETED,,Qambar-Shahdadkot,24.6092402454,MISDEMEANOR,68.0947244538,4,7,PUBLIC BUILDING,04/03/2015,Sindh,2015-04-03 20:40:00
2570,Bakrani,Larkana,16782.0,Assault,COMPLETED,,Larkana,27.4380768606,MISDEMEANOR,68.17184008,2,2,RESIDENCE,07/22/2015,Sindh,2015-07-22 19:00:00
2571,Tangwani,Larkana,120805.0,Robbery,COMPLETED,,Kashmore,28.2779623067,FELONY,68.9964935266,3,4,STREET,12/12/2014,Sindh,2014-12-12 07:10:00
2572,Tangwani,Larkana,97909.0,Car Stolen,ATTEMPTED,,Kashmore,28.2626470878,FELONY,68.9814819982,3,8,STREET,03/24/2015,Sindh,2015-03-23 20:00:00
2573,Garhi Khairo,Larkana,180379.0,Assault,COMPLETED,,Jacobabad,28.051662807,MISDEMEANOR,67.9705963141,5,9,RESIDENCE,11/04/2014,Sindh,2014-11-04 22:00:00
2574,Thul,Larkana,41423.0,Assault,COMPLETED,,Jacobabad,28.2351215222,VIOLATION,68.7579478291,6,5,MALL,11/27/2015,Sindh,2015-11-27 14:30:00
2575,Kandhkot,Larkana,57998.0,Terrorism,COMPLETED,,Kashmore,28.2340655517,MISDEMEANOR,69.1764713454,3,2,STREET,09/28/2014,Sindh,2014-09-27 14:00:00
2576,Bakrani,Larkana,165622.0,Robbery,COMPLETED,,Larkana,27.4396617499,FELONY,68.174524417,7,7,SUPERMARKET/ STORE,04/06/2015,Sindh,2015-04-06 02:45:00
2577,Nasirabad,Larkana,156895.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.3876785541,FELONY,67.9108733064,3,8,STREET,04/12/2015,Sindh,2015-04-12 17:45:00
2578,Kandhkot,Larkana,111388.0,Assault,COMPLETED,,Kashmore,28.2343297846,MISDEMEANOR,69.1804640824,3,1,RESIDENCE,01/18/2015,Sindh,2015-01-17 22:00:00
2579,Tangwani,Larkana,36620.0,Assault,COMPLETED,,Kashmore,28.2767050517,FELONY,68.9915668152,3,6,RESIDENCE,12/05/2014,Sindh,2014-12-05 07:00:00
2580,Thul,Larkana,81191.0,Rape,COMPLETED,,Jacobabad,28.2480188438,MISDEMEANOR,68.7581761032,7,3,HOSPITAL/ CLINIC,05/31/2015,Sindh,2015-05-31 01:00:00
2581,Kandhkot,Larkana,119046.0,Assault,COMPLETED,,Kashmore,28.2454097712,MISDEMEANOR,69.1696227328,5,4,RESIDENCE,10/10/2014,Sindh,2014-10-10 11:20:00
2582,Thul,Larkana,60299.0,Terrorism,COMPLETED,,Jacobabad,28.2344863584,MISDEMEANOR,68.7742914681,7,6,RESIDENCE,09/11/2014,Sindh,2014-09-04 12:00:00
2583,Garhi Khairo,Larkana,73736.0,Theft,COMPLETED,,Jacobabad,28.0681507242,MISDEMEANOR,67.9749779947,6,1,SUPERMARKET/ STORE,03/01/2014,Sindh,2014-03-01 01:45:00
2584,Thul,Larkana,177564.0,Assault,COMPLETED,,Jacobabad,28.2467973702,VIOLATION,68.7739090831,6,3,SUPERMARKET/ STORE,12/18/2014,Sindh,2014-12-18 08:30:00
2585,Garhi Khairo,Larkana,74973.0,Vandalism,COMPLETED,,Jacobabad,28.0679144605,MISDEMEANOR,67.9968591796,2,4,UNDERPASS,06/26/2015,Sindh,2015-06-26 16:45:00
2586,Garhi Khairo,Larkana,187396.0,Terrorism,COMPLETED,,Jacobabad,28.0511501529,MISDEMEANOR,67.9769326227,4,7,RESIDENCE,02/21/2015,Sindh,2015-02-21 08:30:00
2587,Shahdadkot,Larkana,157226.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.8498665528,MISDEMEANOR,67.8938302067,6,2,STREET,10/22/2014,Sindh,2014-10-22 01:30:00
2588,Nasirabad,Larkana,74309.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.3815877652,MISDEMEANOR,67.9186417482,3,2,HIGHWAY,06/02/2015,Sindh,2015-05-26 00:01:00
2589,Sujawal Junejo,Larkana,106796.0,Robbery,ATTEMPTED,,Qambar-Shahdadkot,24.6098246145,FELONY,68.0715212571,5,5,RESIDENCE,02/16/2014,Sindh,2014-02-16 20:45:00
2590,Tangwani,Larkana,108742.0,Corruption and Bribery,COMPLETED,,Kashmore,28.2716599585,FELONY,69.0015437508,3,8,STREET,11/16/2014,Sindh,2014-11-16 02:00:00
2591,Tangwani,Larkana,62995.0,Car Stolen,COMPLETED,,Kashmore,28.2702245822,MISDEMEANOR,69.0161903374,6,3,STREET,04/14/2014,Sindh,2014-04-13 17:40:00
2592,Rato Dero,Larkana,20125.0,Mugging,COMPLETED,,Larkana,27.799273619,MISDEMEANOR,68.2735912107,4,1,ATM,10/27/2015,Sindh,2015-10-24 15:00:00
2593,Nasirabad,Larkana,74016.0,Assault,COMPLETED,,Qambar-Shahdadkot,27.3844072007,VIOLATION,67.9343310022,6,7,RESIDENCE,03/22/2014,Sindh,2014-03-22 00:25:00
2594,Shahdadkot,Larkana,46467.0,Car Stolen,COMPLETED,,Qambar-Shahdadkot,27.8418748882,FELONY,67.9293981664,6,4,STREET,04/25/2015,Sindh,2015-04-24 22:00:00
2595,Garhi Khairo,Larkana,3953.0,Car Stolen,COMPLETED,,Jacobabad,28.056097583,FELONY,67.9602574163,6,4,STREET,08/19/2015,Sindh,2015-08-18 19:30:00
2596,Bakrani,Larkana,162668.0,Terrorism,COMPLETED,,Larkana,27.44309757,MISDEMEANOR,68.1941810855,4,8,RESIDENCE,01/06/2014,Sindh,2014-01-06 01:36:00
2597,Kubo Saeed Khan,Larkana,52808.0,Car Stolen,COMPLETED,,Qambar-Shahdadkot,27.8751538517,MISDEMEANOR,67.6906302397,2,9,STREET,11/20/2015,Sindh,2015-11-20 16:00:00
2598,Warah,Larkana,176757.0,Terrorism,COMPLETED,,Qambar-Shahdadkot,27.4455061774,MISDEMEANOR,67.8067499601,6,3,RESIDENCE,07/18/2015,Sindh,2015-07-18 21:50:00
2599,Thul,Larkana,111324.0,Theft,COMPLETED,,Jacobabad,28.2487124527,MISDEMEANOR,68.76582597,7,4,PUBLIC BUILDING,04/16/2014,Sindh,2014-04-16 13:50:00
2600,Thul,Larkana,62563.0,Mugging,COMPLETED,,Jacobabad,28.2331814334,MISDEMEANOR,68.7602500788,3,4,RESIDENCE,10/12/2015,Sindh,2015-09-27 09:00:00
2601,Tangwani,Larkana,55796.0,Assault,COMPLETED,,Kashmore,28.2649823173,FELONY,68.9940094496,2,6,RESIDENCE,08/24/2014,Sindh,2014-08-24 01:40:00
2602,Shahdadkot,Larkana,71802.0,Theft,COMPLETED,,Qambar-Shahdadkot,27.8428847189,FELONY,67.9068461584,3,6,STREET,11/27/2014,Sindh,2014-11-25 20:00:00
2603,Dokri,Larkana,162734.0,Narcotics,COMPLETED,,Larkana,27.3676231822,FELONY,68.0819066878,4,3,STREET,06/29/2015,Sindh,2015-06-29 12:32:00
