Country,EventId,City,Date,Time,fir_filled_against_report,fir_number,Postal_zipcode,Latitude,Longitude,Street_name,assaliants,ocassion,target,witnesses,Injured,casualties,description,weapon_use,shooting,crime_type,Hour,Year,Month,Day
Pakistan,KHI-3512,Karachi,8/7/2014,10:30 PM,Yes,97514,74200,33.7333362,73.0690706,"Awan Town, Lahore, Pakistan",5,Public Holiday,Christian Community,1,8,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",No,No,Attempted Murder,22,2014,8,Thurs
Pakistan,KHI-3513,Karachi,11/13/2015,8:26 AM,Yes,62063,74900,33.6784035,73.1408119,"Allama Iqbal Town, Lahore, Pakistan",6,Public Holiday,Christian Community,4,1,3,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,Yes,Attempted Murder,8,2015,11,Fri
Pakistan,KHI-3514,Karachi,10/6/2015,12:02 AM,Yes,13314,74900,33.6393184,73.0367135,"15 Bahar Shah Road, Lahore, Pakistan",3,Public Holiday,Christian Community,3,2,8,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,No,Assualt,0,2015,10,Tues
Pakistan,KHI-3515,Karachi,1/24/2012,10:41 PM,Yes,32059,74200,33.5867154,73.1495823,"Askari V, Lahore, Pakistan",5,Public Holiday,Christian Community,3,10,2,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Yes,Yes,Assualt,22,2012,1,Tues
Pakistan,KHI-3516,Karachi,2/12/2014,12:18 PM,No,NA,75500,33.6533988,73.0540208,"15 Gain Street 56, Lahore 54000, Pakistan",2,Public Holiday,Christian Community,3,9,4,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,Yes,Mugging,12,2014,2,Wed
Pakistan,KHI-3517,Karachi,7/21/2016,4:10 PM,No,NA,75500,33.7352166,73.0525053,"201 Mall Road, Lahore, Pakistan",7,Public Holiday,Christian Community,7,4,10,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Yes,No,Assualt,16,2016,7,Thurs
Pakistan,KHI-3518,Karachi,2/5/2013,1:46 PM,Yes,36232,74900,33.7106734,73.0204899,"508 R Block, Lahore, Pakistan",8,Public Holiday,Christian Community,5,8,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Yes,No,Assualt,13,2013,2,Tues
Pakistan,KHI-3519,Karachi,8/14/2013,11:11 PM,Yes,66737,74200,33.6593655,73.023759,"18/N Street 2, Lahore, Pakistan",3,Public Holiday,Christian Community,5,6,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Yes,Yes,Assualt,23,2013,8,Wed
Pakistan,KHI-3520,Karachi,3/14/2015,7:37 AM,No,NA,75500,33.7287008,73.0730324,"A Block, Lahore, Pakistan",8,Public Holiday,Christian Community,6,3,1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Yes,No,Assualt,7,2015,3,Sat
Pakistan,KHI-3521,Karachi,2/17/2016,5:54 AM,Yes,77859,74200,33.6826852,73.0488347,"Bhagat Pura, Lahore, Pakistan",3,Public Holiday,Christian Community,8,9,9,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Yes,No,Car Theft,5,2016,2,Wed
Pakistan,KHI-3522,Karachi,11/22/2013,8:36 PM,Yes,69335,74900,33.683565,73.0201158,"Avenue 4, Lahore, Pakistan",4,Public Holiday,Christian Community,9,5,2,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Yes,Yes,Assualt,20,2013,11,Fri
Pakistan,KHI-3523,Karachi,3/17/2013,3:57 AM,No,NA,75500,33.6487768,72.9688203,"122 b Noon Avenue, Lahore, Pakistan",2,Public Holiday,Christian Community,6,2,2,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,No,Yes,Homocide,3,2013,3,Sun
Pakistan,KHI-3524,Karachi,3/16/2017,7:06 PM,Yes,45761,74200,33.6693215,72.9999393,"Block G4, Lahore, Pakistan",1,Public Holiday,Christian Community,6,2,6,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Yes,No,Assualt,19,2017,3,Thurs
Pakistan,KHI-3525,Karachi,8/10/2016,8:04 AM,Yes,59340,75500,33.7015229,73.0474211,"Block E, Lahore, Pakistan",7,Public Holiday,Christian Community,6,10,9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,No,Assualt,8,2016,8,Wed
Pakistan,KHI-3526,Karachi,5/2/2016,3:04 AM,Yes,66297,74900,33.7160005,73.0567611,"Chaudhry Rehmat Ali Underpass, Lahore, Pakistan",2,Public Holiday,Hindu Community,8,9,8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Attempted Murder,3,2016,5,Mon
Pakistan,KHI-3527,Karachi,5/17/2016,2:59 PM,Yes,51308,75500,33.6656143,73.0766707,"Bazaar Samian, Lahore, Pakistan",7,Public Holiday,Hindu Community,8,3,9,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,No,Assualt,14,2016,5,Tues
Pakistan,KHI-3528,Karachi,7/19/2014,3:08 PM,Yes,91026,74200,33.6967477,73.0501203,"Bridge Lane, Lahore, Pakistan",4,Public Holiday,Hindu Community,2,3,8,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,No,Yes,Attempted Murder,15,2014,7,Sat
Pakistan,KHI-3529,Karachi,10/28/2014,12:55 PM,Yes,97027,74200,33.7183876,73.0919552,"117 A Lane 6, Lahore, Pakistan",2,Public Holiday,Hindu Community,4,2,7,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Yes,Yes,Mugging,12,2014,10,Tues
Pakistan,KHI-3530,Karachi,8/28/2015,12:00 AM,Yes,94584,75500,33.6469679,72.8876198,"3 Johar Town, Lahore, Pakistan",9,Public Holiday,Hindu Community,10,1,9,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Vandalism,0,2015,8,Fri
Pakistan,KHI-3531,Karachi,7/11/2014,10:01 PM,No,NA,74900,33.7115769,73.0397898,"Charar Pind Bus Stop, Lahore, Pakistan",10,Public Holiday,Hindu Community,3,9,9,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,Yes,Assualt,22,2014,7,Fri
Pakistan,KHI-3532,Karachi,9/26/2012,3:33 AM,Yes,53695,75500,33.6401386,73.039414,"6B Green Town Bus Stop, Lahore, Pakistan",9,Public Holiday,Hindu Community,8,3,7,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,Yes,Hit and Run,3,2012,9,Wed
Pakistan,KHI-3533,Karachi,2/4/2012,11:07 PM,Yes,64197,75500,33.7166521,73.0855357,"120-G Gulshan-e-Ravi Road, Lahore, Pakistan",1,Public Holiday,Hindu Community,3,2,5,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Assualt,23,2012,2,Sat
Pakistan,KHI-3534,Karachi,1/2/2016,5:14 AM,Yes,51979,74200,33.7084197,73.0832846,"Chatterjee Road, Lahore, Pakistan",9,Public Holiday,Hindu Community,1,10,4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,Yes,Assualt,5,2016,1,Sat
Pakistan,KHI-3535,Karachi,3/27/2015,12:14 PM,Yes,2928,75500,33.6743544,73.0024623,"Academy Road, Lahore, Pakistan",2,Public Holiday,Hindu Community,9,9,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Yes,Yes,Homocide,12,2015,3,Fri
Pakistan,KHI-3536,Karachi,8/31/2012,9:30 AM,Yes,52471,75500,33.7310297,73.0825648,"Block 2 Sector C-1, Lahore, Pakistan",10,Public Holiday,Hindu Community,5,8,2,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",No,Yes,Assualt,9,2012,8,Fri
Pakistan,KHI-3537,Karachi,3/5/2012,10:59 AM,Yes,1191,75500,33.7059754,73.0626639,"Chenab Avenue, Lahore, Pakistan",2,Public Holiday,Hindu Community,6,5,10,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Yes,Yes,Assualt,10,2012,3,Mon
Pakistan,KHI-3538,Karachi,2/21/2016,2:44 AM,Yes,99377,74200,33.6601473,73.0552854,"Block No. 6, Lahore, Pakistan",8,Public Holiday,Hindu Community,4,1,8,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Assualt,2,2016,2,Sun
Pakistan,KHI-3539,Karachi,11/21/2012,5:02 AM,Yes,82162,74900,33.72185,73.0339779,"696 Eastern Avenue West, Lahore, Pakistan",5,Public Holiday,Hindu Community,8,6,6,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,No,Yes,Attempted Murder,5,2012,11,Wed
Pakistan,KHI-3540,Karachi,5/26/2015,8:00 PM,Yes,50830,75500,33.6756824,73.0161755,"Civic Center, Lahore, Pakistan",8,Public Holiday,Hindu Community,3,7,8,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Yes,No,Hit and Run,20,2015,5,Tues
Pakistan,KHI-3541,Karachi,1/11/2017,4:29 AM,Yes,49392,75500,33.6768158,73.0956266,"Bagh Wali Gali, Lahore, Pakistan",7,Public Holiday,Hindu Community,4,3,10,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Yes,Yes,Attempted Murder,4,2017,1,Wed
Pakistan,KHI-3542,Karachi,3/8/2015,10:47 PM,No,NA,74900,33.6922129,73.0541265,"Afzal Road, Lahore, Pakistan",4,Public Holiday,Hindu Community,4,4,8,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Yes,Yes,Hit and Run,22,2015,3,Sun
Pakistan,KHI-3543,Karachi,2/2/2016,11:30 AM,Yes,43368,74200,33.6702675,73.0535224,"Ali Block, Lahore, Pakistan",9,Public Holiday,Hindu Community,5,5,4,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Attempted Murder,11,2016,2,Tues
Pakistan,KHI-3544,Karachi,10/31/2013,12:21 PM,Yes,74251,74900,33.6876925,73.0338693,"13 Block E2, Lahore, Pakistan",7,Public Holiday,Hindu Community,8,6,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,No,Assualt,12,2013,10,Thurs
Pakistan,KHI-3545,Karachi,2/24/2017,11:04 AM,Yes,31876,74200,33.6995347,73.0641477,"Bahria Town, Lahore, Pakistan",6,Public Holiday,Hindu Community,9,5,10,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",No,No,Snatching,11,2017,2,Fri
Pakistan,KHI-3546,Karachi,6/15/2014,11:40 PM,Yes,10290,74200,33.6929192,73.0303655,"Abdul Haque Road South, Lahore, Pakistan",6,Public Holiday,Sunni Community,3,9,3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,23,2014,6,Sun
Pakistan,KHI-3547,Karachi,7/23/2012,2:49 PM,Yes,50788,74200,33.6745884,73.0189082,"24 Ali Zaib Road, Lahore, Pakistan",3,Public Holiday,Sunni Community,9,6,4,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Yes,Yes,Assualt,14,2012,7,Mon
Pakistan,KHI-3548,Karachi,1/12/2012,7:35 PM,Yes,70504,74900,33.6506881,73.0511779,"Amarkot, Lahore, Pakistan",6,Public Holiday,Sunni Community,7,4,8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Assualt,19,2012,1,Thurs
Pakistan,KHI-3549,Karachi,9/24/2014,6:34 PM,No,NA,75500,33.7131833,73.0135282,"2, 3, 32, 2-S-9 Allama Iqbal Road, Lahore, Pakistan",3,Public Holiday,Sunni Community,9,7,3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,Yes,Attempted Murder,18,2014,9,Wed
Pakistan,KHI-3550,Karachi,9/28/2013,12:23 PM,Yes,74911,75500,33.7209074,73.0801038,"Chauburji Park Road, Lahore, Pakistan",1,Public Holiday,Sunni Community,6,2,9,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",No,Yes,Snatching,12,2013,9,Sat
Pakistan,KHI-3551,Karachi,3/28/2017,9:01 AM,Yes,56005,74200,33.7185389,73.0933693,"252 Takbeer Block, Lahore, Pakistan",7,Public Holiday,Sunni Community,2,9,4,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,9,2017,3,Tues
Pakistan,KHI-3552,Karachi,2/2/2014,8:51 PM,Yes,55342,75500,33.6455563,72.9630169,"244 Jehangir Road, Lahore 54000, Pakistan",1,Public Holiday,Sunni Community,10,4,6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Yes,Yes,Assualt,20,2014,2,Sun
Pakistan,KHI-3553,Karachi,11/7/2016,2:33 AM,Yes,97791,75500,33.7281088,73.1203148,"Arayi Street, Lahore, Pakistan",4,Public Holiday,Sunni Community,1,1,7,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,No,No,Assualt,2,2016,11,Mon
Pakistan,KHI-3554,Karachi,11/6/2013,2:12 PM,Yes,88525,75500,33.7018714,73.0648492,"Bagh Wali Gali, Lahore, Pakistan",3,Public Holiday,Sunni Community,4,2,9,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,No,Hit and Run,14,2013,11,Wed
Pakistan,KHI-3555,Karachi,5/30/2013,9:08 PM,No,NA,74200,33.6480695,73.0080576,"644 Service Road, Lahore 54000, Pakistan",3,Public Holiday,Sunni Community,6,9,6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Yes,Yes,Snatching,21,2013,5,Thurs
Pakistan,KHI-3556,Karachi,8/22/2016,4:52 PM,No,NA,74200,33.707167,73.0679771,"Block 2 - Sector A2, Lahore, Pakistan",3,Public Holiday,Sunni Community,6,7,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Yes,Yes,Hit and Run,16,2016,8,Mon
Pakistan,KHI-3557,Karachi,11/23/2015,8:18 AM,Yes,34827,74200,33.7086175,73.0910647,"42- b Chuburji quarters Multan Road, Lahore 54000, Pakistan",6,Public Holiday,Sunni Community,4,9,8,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Snatching,8,2015,11,Mon
Pakistan,KHI-3558,Karachi,11/7/2012,3:32 AM,Yes,67915,74200,33.6944372,73.0119187,"Bazar Wali Gali, Lahore, Pakistan",5,Public Holiday,Sunni Community,4,4,4,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,No,Yes,Attempted Murder,3,2012,11,Wed
Pakistan,KHI-3559,Karachi,3/17/2016,5:14 PM,Yes,91853,74200,33.6710426,72.9926899,"114/1.u Street No. 3, Lahore, Pakistan",7,Public Holiday,Sunni Community,4,2,7,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Yes,No,Attempted Murder,17,2016,3,Thurs
Pakistan,KHI-3560,Karachi,10/5/2013,3:42 AM,Yes,24274,74200,33.7114648,73.0450916,"7 D.H.A. Main Boulevard, Lahore, Pakistan",3,Public Holiday,Sunni Community,8,1,9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,No,Assualt,3,2013,10,Sat
Pakistan,KHI-3561,Karachi,7/31/2015,5:15 PM,No,NA,74900,33.709845,73.0371565,"Canal Burg, Lahore, Pakistan",10,Public Holiday,Sunni Community,9,3,5,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,17,2015,7,Fri
Pakistan,KHI-3562,Karachi,12/3/2014,11:36 AM,Yes,25616,75500,33.7177301,73.1542961,"21/A Alamgir Street, Lahore, Pakistan",10,Public Holiday,Sunni Community,8,3,9,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,No,Yes,Assualt,11,2014,12,Wed
Pakistan,KHI-3563,Karachi,1/31/2015,11:29 AM,Yes,3345,74900,NA,NA,"Band Road, Lahore, Pakistan",4,Public Holiday,Sunni Community,6,9,8,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,11,2015,1,Sat
Pakistan,KHI-3564,Karachi,3/4/2015,8:49 AM,Yes,74837,74900,33.708738,73.0543171,"18 Main Bazar Canal Park, Lahore 54000, Pakistan",3,Public Holiday,Sunni Community,2,5,8,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Yes,No,Snatching,8,2015,3,Wed
Pakistan,KHI-3565,Karachi,9/15/2014,5:54 AM,Yes,7198,74200,33.6470035,72.9636649,"Charing Cross, Lahore, Pakistan",3,Public Holiday,Sunni Community,2,6,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",No,Yes,Attempted Murder,5,2014,9,Mon
Pakistan,KHI-3566,Karachi,6/26/2015,11:20 AM,No,NA,74900,33.7281088,73.1203148,"Aziz Road, Lahore, Pakistan",9,Public Holiday,Sunni Community,6,9,4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Attempted Murder,11,2015,6,Fri
Pakistan,KHI-3567,Karachi,7/22/2014,6:09 AM,Yes,89921,74200,33.6743,72.9996006,"Alfalah Town, Lahore, Pakistan",3,Public Holiday,Sunni Community,3,8,7,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,Yes,Assualt,6,2014,7,Tues
Pakistan,KHI-3568,Karachi,11/20/2015,6:58 AM,No,NA,74900,33.6944691,73.03784,"Avenue 7, Lahore, Pakistan",7,Public Holiday,Sunni Community,6,5,8,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",No,Yes,Assualt,6,2015,11,Fri
Pakistan,KHI-3569,Karachi,3/15/2015,12:45 AM,Yes,44597,74900,33.7160291,73.0474749,"128-C Main Road Awan Town, Lahore, Pakistan",10,Public Holiday,Sunni Community,9,7,5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",No,Yes,Assualt,0,2015,3,Sun
Pakistan,KHI-3570,Karachi,9/13/2014,5:06 PM,Yes,88140,75500,33.6582121,73.0391505,"Centre of Excellence WRE Bus Stop, G.T. Road, University of Engineering & Technology Lahore, Lahore, Pakistan",3,Public Holiday,Sunni Community,4,7,6,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,Yes,Attempted Murder,17,2014,9,Sat
Pakistan,KHI-3571,Karachi,11/4/2016,6:31 AM,No,NA,74200,33.7178774,73.0928428,"308-1-d2 Green Town, Lahore, Pakistan",7,Public Holiday,Sunni Community,1,6,3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,No,Attempted Murder,6,2016,11,Fri
Pakistan,KHI-3572,Karachi,8/17/2012,10:02 AM,No,NA,74200,33.7117464,73.0578679,"Ayesha Siddiqua Road, Lahore, Pakistan",2,Public Holiday,Sunni Community,8,1,1,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,Yes,Attempted Murder,10,2012,8,Fri
Pakistan,KHI-3573,Karachi,7/13/2016,2:11 PM,Yes,11441,74200,33.6431097,72.9600532,"Ameen Park, Lahore, Pakistan",10,Public Holiday,Sunni Community,7,6,3,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Assualt,14,2016,7,Wed
Pakistan,KHI-3574,Karachi,2/5/2017,12:52 PM,Yes,45456,74900,33.6716689,73.0749446,"49-86 Allama Iqbal Road, Lahore, Pakistan",6,Public Holiday,Sunni Community,3,2,4,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,Yes,Assualt,12,2017,2,Sun
Pakistan,KHI-3575,Karachi,8/27/2015,2:30 PM,No,NA,74900,33.7049583,72.9798175,"Ashraf Abad, Lahore, Pakistan",1,Public Holiday,Sunni Community,7,8,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Assualt,14,2015,8,Thurs
Pakistan,KHI-3576,Karachi,2/20/2017,4:38 PM,Yes,25069,74200,33.7049583,72.9798175,"174 Abu Bakar Road, Lahore, Pakistan",6,Public Holiday,Sunni Community,7,9,9,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,No,Snatching,16,2017,2,Mon
Pakistan,KHI-3577,Karachi,12/15/2016,5:06 AM,Yes,67377,75500,33.6416103,73.033189,"42- b Chuburji quarters Multan Road, Lahore 54000, Pakistan",9,Public Holiday,Sunni Community,9,10,5,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,No,Attempted Murder,5,2016,12,Thurs
Pakistan,KHI-3578,Karachi,12/14/2016,5:34 PM,Yes,83398,75500,33.6929077,73.0091895,"Block 2 Sector C-1, Lahore, Pakistan",10,Public Holiday,Sunni Community,9,3,1,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,Yes,Assualt,17,2016,12,Wed
